1912.000000,1142.000000,1309.000000,101.000000,171.000000,336.000000,282.000000,228.000000,417.000000,298.000000,645.000000,2359.353481,5301.363696,62714.004570,557.000000,3484.111365,1.000000
206.000000,123.000000,118.000000,4.000000,49.000000,35.000000,28.000000,17.000000,33.000000,38.000000,50.000000,167.825219,262.396376,1546.264357,54.000000,85.903575,1.000000
1080.000000,616.000000,765.000000,49.000000,94.000000,179.000000,145.000000,101.000000,178.000000,157.000000,279.000000,1084.106368,2035.199189,14990.294716,262.000000,832.794151,1.000000
264.000000,163.000000,168.000000,8.000000,30.000000,58.000000,16.000000,17.000000,31.000000,22.000000,48.000000,79.509775,214.052718,1244.181422,77.000000,69.121190,1.000000
258.000000,68.000000,166.000000,24.000000,37.000000,47.000000,19.000000,11.000000,21.000000,26.000000,32.000000,100.362107,150.414071,581.864959,29.000000,32.325831,1.000000
186.000000,90.000000,96.000000,5.000000,47.000000,38.000000,27.000000,21.000000,35.000000,35.000000,56.000000,152.381963,287.239849,1489.391809,50.000000,82.743989,1.000000
996.000000,490.000000,707.000000,82.000000,63.000000,147.000000,142.000000,130.000000,247.000000,162.000000,377.000000,1101.702653,2767.123451,48132.358621,177.000000,2674.019923,1.000000
1080.000000,616.000000,765.000000,49.000000,94.000000,179.000000,145.000000,101.000000,178.000000,157.000000,279.000000,1084.106368,2035.199189,14990.294716,262.000000,832.794151,1.000000
1912.000000,1142.000000,1309.000000,101.000000,171.000000,336.000000,282.000000,228.000000,417.000000,298.000000,645.000000,2359.353481,5301.363696,62714.004570,557.000000,3484.111365,1.000000
206.000000,123.000000,118.000000,4.000000,49.000000,35.000000,28.000000,17.000000,33.000000,38.000000,50.000000,167.825219,262.396376,1546.264357,54.000000,85.903575,1.000000
585.000000,317.000000,369.000000,45.000000,65.000000,107.000000,76.000000,51.000000,96.000000,88.000000,147.000000,517.862041,949.536448,7196.486763,138.000000,399.804820,1.000000
1080.000000,616.000000,765.000000,49.000000,94.000000,179.000000,145.000000,101.000000,178.000000,157.000000,279.000000,1084.106368,2035.199189,14990.294716,262.000000,832.794151,1.000000
1701.000000,765.000000,1035.000000,173.000000,226.000000,272.000000,263.000000,180.000000,332.000000,281.000000,512.000000,2189.294344,4164.826276,47317.493964,346.000000,2628.749665,1.000000
197.000000,110.000000,121.000000,30.000000,8.000000,42.000000,15.000000,9.000000,18.000000,22.000000,27.000000,78.254843,120.404654,505.699546,16.000000,28.094419,1.000000
1912.000000,1142.000000,1309.000000,101.000000,171.000000,336.000000,282.000000,228.000000,417.000000,298.000000,645.000000,2359.353481,5301.363696,62714.004570,557.000000,3484.111365,1.000000
1701.000000,765.000000,1035.000000,173.000000,226.000000,272.000000,263.000000,180.000000,332.000000,281.000000,512.000000,2189.294344,4164.826276,47317.493964,346.000000,2628.749665,1.000000
390.000000,192.000000,242.000000,25.000000,65.000000,65.000000,44.000000,28.000000,48.000000,54.000000,76.000000,273.434272,437.371450,2385.662455,83.000000,132.536803,1.000000
21.000000,5.000000,7.000000,0.000000,10.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
78.000000,56.000000,55.000000,6.000000,11.000000,7.000000,9.000000,5.000000,9.000000,13.000000,14.000000,36.529325,51.806156,103.612312,44.000000,5.756240,1.000000
383.000000,213.000000,278.000000,29.000000,28.000000,48.000000,55.000000,42.000000,75.000000,67.000000,117.000000,360.994334,709.732435,5806.901743,101.000000,322.605652,1.000000
62.000000,30.000000,54.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,1.000000
1912.000000,1142.000000,1309.000000,101.000000,171.000000,336.000000,282.000000,228.000000,417.000000,298.000000,645.000000,2359.353481,5301.363696,62714.004570,557.000000,3484.111365,1.000000
383.000000,213.000000,278.000000,29.000000,28.000000,48.000000,55.000000,42.000000,75.000000,67.000000,117.000000,360.994334,709.732435,5806.901743,101.000000,322.605652,1.000000
295.000000,128.000000,136.000000,16.000000,84.000000,59.000000,20.000000,11.000000,21.000000,26.000000,32.000000,101.948337,150.414071,473.804324,60.000000,26.322462,1.000000
95.000000,60.000000,53.000000,2.000000,20.000000,20.000000,2.000000,1.000000,2.000000,3.000000,3.000000,2.000000,4.754888,2.377444,24.000000,0.132080,1.000000
97.000000,46.000000,53.000000,10.000000,20.000000,14.000000,7.000000,5.000000,9.000000,12.000000,14.000000,31.261125,50.189475,161.323313,27.000000,8.962406,1.000000
1080.000000,616.000000,765.000000,49.000000,94.000000,179.000000,145.000000,101.000000,178.000000,157.000000,279.000000,1084.106368,2035.199189,14990.294716,262.000000,832.794151,1.000000
