1912.000000,1.000000,1.000000
206.000000,1.000000,1.000000
1080.000000,1.000000,1.000000
264.000000,1.000000,1.000000
258.000000,1.000000,1.000000
186.000000,1.000000,1.000000
996.000000,1.000000,1.000000
1080.000000,1.000000,1.000000
1912.000000,1.000000,1.000000
206.000000,1.000000,1.000000
585.000000,1.000000,1.000000
1080.000000,1.000000,1.000000
1701.000000,1.000000,1.000000
197.000000,1.000000,1.000000
1912.000000,1.000000,1.000000
1701.000000,1.000000,1.000000
390.000000,1.000000,1.000000
21.000000,1.000000,1.000000
78.000000,1.000000,1.000000
383.000000,1.000000,1.000000
62.000000,1.000000,1.000000
1912.000000,1.000000,1.000000
383.000000,1.000000,1.000000
295.000000,1.000000,1.000000
95.000000,1.000000,1.000000
97.000000,1.000000,1.000000
1080.000000,1.000000,1.000000
460.000000,1.000000,1.000000
1701.000000,1.000000,1.000000
112.000000,1.000000,1.000000
731.000000,1.000000,1.000000
264.000000,1.000000,1.000000
1912.000000,1.000000,1.000000
152.000000,1.000000,1.000000
996.000000,1.000000,1.000000
390.000000,1.000000,1.000000
1701.000000,1.000000,1.000000
326.000000,1.000000,1.000000
1912.000000,1.000000,1.000000
1701.000000,1.000000,1.000000
1701.000000,1.000000,1.000000
327.000000,1.000000,1.000000
156.000000,1.000000,1.000000
460.000000,1.000000,1.000000
53.000000,1.000000,1.000000
264.000000,1.000000,1.000000
585.000000,1.000000,1.000000
206.000000,1.000000,1.000000
1701.000000,1.000000,1.000000
1912.000000,1.000000,1.000000
327.000000,1.000000,1.000000
326.000000,1.000000,1.000000
1701.000000,1.000000,1.000000
1912.000000,1.000000,1.000000
232.000000,1.000000,1.000000
197.000000,1.000000,1.000000
390.000000,1.000000,1.000000
93.000000,1.000000,1.000000
182.000000,1.000000,1.000000
521.000000,1.000000,1.000000
1701.000000,1.000000,1.000000
460.000000,1.000000,1.000000
1080.000000,1.000000,1.000000
460.000000,1.000000,1.000000
258.000000,0.000000,0.000000
383.000000,1.000000,1.000000
1912.000000,1.000000,1.000000
585.000000,1.000000,1.000000
1701.000000,1.000000,1.000000
327.000000,1.000000,1.000000
156.000000,1.000000,1.000000
585.000000,1.000000,1.000000
326.000000,1.000000,1.000000
197.000000,1.000000,1.000000
1701.000000,1.000000,1.000000
