8.000000,114.000000,154.000000,295.000000,122.000000,449.000000,802.949462,3111.901065,32210.905756,14.000000,1789.494764,1.037300,1.000000
14.000000,95.000000,84.000000,160.000000,109.000000,244.000000,677.439252,1651.436975,19469.572761,53.000000,1081.642931,0.550479,1.000000
16.000000,120.000000,92.000000,177.000000,136.000000,269.000000,892.826871,1906.527504,22497.024551,65.000000,1249.834697,0.635509,1.000000
14.000000,85.000000,70.000000,135.000000,99.000000,205.000000,598.101198,1359.018107,15109.083661,75.000000,839.393537,0.453006,1.000000
7.000000,50.000000,58.000000,106.000000,57.000000,164.000000,301.844294,956.593962,7097.927200,29.000000,394.329289,0.318865,1.000000
13.000000,59.000000,35.000000,65.000000,72.000000,100.000000,395.181656,616.992500,4418.293751,93.000000,245.460764,0.205664,1.000000
15.000000,111.000000,86.000000,168.000000,126.000000,254.000000,812.783520,1772.229101,20117.195196,76.000000,1117.621955,0.590743,1.000000
14.000000,95.000000,84.000000,160.000000,109.000000,244.000000,677.439252,1651.436975,19469.572761,53.000000,1081.642931,0.550479,1.000000
16.000000,120.000000,92.000000,177.000000,136.000000,269.000000,892.826871,1906.527504,22497.024551,65.000000,1249.834697,0.635509,1.000000
15.000000,59.000000,42.000000,79.000000,74.000000,121.000000,405.679299,751.343857,7545.275177,47.000000,419.181954,0.250448,1.000000
14.000000,85.000000,70.000000,135.000000,99.000000,205.000000,598.101198,1359.018107,15109.083661,75.000000,839.393537,0.453006,1.000000
18.000000,472.000000,326.000000,581.000000,490.000000,907.000000,4267.666169,8105.530611,89796.227888,306.000000,4988.679327,2.701844,1.000000
16.000000,113.000000,69.000000,133.000000,129.000000,202.000000,834.680223,1416.267906,13335.478332,65.000000,740.859907,0.472089,1.000000
11.000000,105.000000,89.000000,165.000000,116.000000,254.000000,743.049527,1741.927173,15055.227707,52.000000,836.401539,0.580642,1.000000
6.000000,40.000000,34.000000,66.000000,46.000000,100.000000,228.386899,552.356196,2734.163168,30.000000,151.897954,0.184119,1.000000
6.000000,23.000000,15.000000,28.000000,29.000000,43.000000,119.551700,208.893183,762.914233,26.000000,42.384124,0.069631,1.000000
14.000000,175.000000,118.000000,228.000000,189.000000,346.000000,1357.264913,2616.535879,23862.807214,56.000000,1325.711512,0.872179,1.000000
11.000000,50.000000,33.000000,62.000000,61.000000,95.000000,320.246557,563.420047,3842.524721,38.000000,213.473596,0.187807,1.000000
18.000000,472.000000,326.000000,581.000000,490.000000,907.000000,4267.666169,8105.530611,89796.227888,306.000000,4988.679327,2.701844,1.000000
16.000000,168.000000,126.000000,234.000000,184.000000,360.000000,1305.909327,2708.482304,30180.231389,105.000000,1676.679522,0.902827,1.000000
5.000000,29.000000,25.000000,37.000000,34.000000,62.000000,152.491089,315.422696,1006.089634,19.000000,55.893869,0.105141,1.000000
