329.000000,182.000000,270.000000,4.000000,0.000000,57.000000,8.000000,41.000000,27.000000,46.000000,49.000000,73.000000,243.659632,409.873819,4.487805,1839.433723,53.000000,102.190762,0.136625,1.000000
73.000000,37.000000,64.000000,0.000000,0.000000,9.000000,4.000000,9.000000,6.000000,12.000000,13.000000,18.000000,36.529325,66.607915,2.666667,177.621106,0.000000,9.867839,0.022203,1.000000
285.000000,98.000000,259.000000,1.000000,0.000000,25.000000,1.000000,2.000000,1.000000,2.000000,3.000000,3.000000,2.000000,4.754888,0.500000,2.377444,8.000000,0.132080,0.001585,1.000000
412.000000,221.000000,290.000000,6.000000,39.000000,77.000000,14.000000,46.000000,34.000000,62.000000,60.000000,96.000000,307.386819,567.061497,9.434783,5350.101952,81.000000,297.227886,0.189020,1.000000
322.000000,191.000000,238.000000,18.000000,0.000000,72.000000,9.000000,43.000000,33.000000,61.000000,52.000000,94.000000,261.858709,535.841334,6.383721,3420.661536,75.000000,190.036752,0.178614,1.000000
420.000000,261.000000,317.000000,3.000000,14.000000,87.000000,9.000000,47.000000,31.000000,59.000000,56.000000,90.000000,289.595001,522.661943,5.648936,2952.483955,86.000000,164.026886,0.174221,1.000000
412.000000,221.000000,290.000000,6.000000,39.000000,77.000000,14.000000,46.000000,34.000000,62.000000,60.000000,96.000000,307.386819,567.061497,9.434783,5350.101952,81.000000,297.227886,0.189020,1.000000
230.000000,154.000000,141.000000,8.000000,22.000000,58.000000,5.000000,13.000000,7.000000,13.000000,18.000000,20.000000,59.715357,83.398500,2.500000,208.496250,61.000000,11.583125,0.027800,1.000000
322.000000,191.000000,238.000000,18.000000,0.000000,72.000000,9.000000,43.000000,33.000000,61.000000,52.000000,94.000000,261.858709,535.841334,6.383721,3420.661536,75.000000,190.036752,0.178614,1.000000
305.000000,152.000000,254.000000,1.000000,0.000000,50.000000,5.000000,13.000000,8.000000,14.000000,18.000000,22.000000,59.715357,91.738350,2.692308,246.987865,47.000000,13.721548,0.030579,1.000000
305.000000,152.000000,254.000000,1.000000,0.000000,50.000000,5.000000,13.000000,8.000000,14.000000,18.000000,22.000000,59.715357,91.738350,2.692308,246.987865,47.000000,13.721548,0.030579,1.000000
54.000000,35.000000,40.000000,2.000000,0.000000,13.000000,1.000000,2.000000,1.000000,2.000000,3.000000,3.000000,2.000000,4.754888,0.500000,2.377444,4.000000,0.132080,0.001585,1.000000
3.000000,2.000000,2.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
54.000000,35.000000,40.000000,2.000000,0.000000,13.000000,1.000000,2.000000,1.000000,2.000000,3.000000,3.000000,2.000000,4.754888,0.500000,2.377444,4.000000,0.132080,0.001585,1.000000
33.000000,25.000000,25.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,1.000000
27.000000,22.000000,20.000000,1.000000,0.000000,6.000000,2.000000,4.000000,2.000000,4.000000,6.000000,6.000000,10.000000,15.509775,1.000000,15.509775,1.000000,0.861654,0.005170,1.000000
459.000000,149.000000,293.000000,104.000000,0.000000,63.000000,8.000000,39.000000,28.000000,54.000000,47.000000,82.000000,230.130687,455.476286,5.538462,2522.637891,1.000000,140.146549,0.151825,1.000000
81.000000,45.000000,46.000000,0.000000,19.000000,16.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,0.000000,0.000000,1.000000
285.000000,98.000000,259.000000,1.000000,0.000000,25.000000,1.000000,2.000000,1.000000,2.000000,3.000000,3.000000,2.000000,4.754888,0.500000,2.377444,8.000000,0.132080,0.001585,1.000000
329.000000,182.000000,270.000000,4.000000,0.000000,57.000000,8.000000,41.000000,27.000000,46.000000,49.000000,73.000000,243.659632,409.873819,4.487805,1839.433723,53.000000,102.190762,0.136625,1.000000
413.000000,174.000000,232.000000,15.000000,81.000000,85.000000,6.000000,13.000000,9.000000,14.000000,19.000000,23.000000,63.615491,97.702333,3.230769,315.653691,50.000000,17.536316,0.032567,1.000000
33.000000,25.000000,25.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,1.000000
329.000000,182.000000,270.000000,4.000000,0.000000,57.000000,8.000000,41.000000,27.000000,46.000000,49.000000,73.000000,243.659632,409.873819,4.487805,1839.433723,53.000000,102.190762,0.136625,1.000000
412.000000,221.000000,290.000000,6.000000,39.000000,77.000000,14.000000,46.000000,34.000000,62.000000,60.000000,96.000000,307.386819,567.061497,9.434783,5350.101952,81.000000,297.227886,0.189020,1.000000
1464.000000,822.000000,1182.000000,31.000000,0.000000,255.000000,19.000000,173.000000,131.000000,258.000000,192.000000,389.000000,1366.901306,2950.550413,14.167630,41802.306715,224.000000,2322.350373,0.983517,1.000000
118.000000,74.000000,74.000000,1.000000,0.000000,43.000000,6.000000,21.000000,14.000000,23.000000,27.000000,37.000000,107.748441,175.930838,3.285714,578.058466,35.000000,32.114359,0.058644,1.000000
