55.000000,5.000000,38.000000,4.000000,0.000000,0.000000,0.000000,1.000000
93.000000,22.000000,72.000000,7.000000,0.000000,0.000000,0.000000,1.000000
55.000000,5.000000,38.000000,4.000000,0.000000,0.000000,0.000000,1.000000
93.000000,22.000000,72.000000,7.000000,0.000000,0.000000,0.000000,1.000000
3620.000000,1695.000000,2313.000000,663.000000,750.000000,6522.725645,2.174242,1.000000
75.000000,1.000000,58.000000,2.000000,0.000000,0.000000,0.000000,1.000000
51.000000,2.000000,34.000000,2.000000,0.000000,0.000000,0.000000,1.000000
47.000000,2.000000,29.000000,3.000000,0.000000,0.000000,0.000000,1.000000
208.000000,19.000000,188.000000,5.000000,0.000000,0.000000,0.000000,1.000000
94.000000,9.000000,74.000000,5.000000,0.000000,0.000000,0.000000,1.000000
108.000000,5.000000,89.000000,5.000000,0.000000,0.000000,0.000000,1.000000
55.000000,5.000000,38.000000,4.000000,0.000000,0.000000,0.000000,1.000000
93.000000,22.000000,72.000000,7.000000,0.000000,0.000000,0.000000,1.000000
208.000000,19.000000,188.000000,5.000000,0.000000,0.000000,0.000000,1.000000
55.000000,5.000000,38.000000,4.000000,0.000000,0.000000,0.000000,1.000000
208.000000,19.000000,188.000000,5.000000,0.000000,0.000000,0.000000,1.000000
94.000000,9.000000,74.000000,5.000000,0.000000,0.000000,0.000000,1.000000
75.000000,1.000000,58.000000,2.000000,0.000000,0.000000,0.000000,1.000000
108.000000,5.000000,89.000000,5.000000,0.000000,0.000000,0.000000,1.000000
55.000000,5.000000,38.000000,4.000000,0.000000,0.000000,0.000000,1.000000
93.000000,22.000000,72.000000,7.000000,0.000000,0.000000,0.000000,1.000000
498.000000,313.000000,355.000000,88.000000,169.000000,1132.374312,0.377458,1.000000
49.000000,10.000000,30.000000,5.000000,0.000000,0.000000,0.000000,1.000000
26.000000,3.000000,9.000000,3.000000,0.000000,0.000000,0.000000,1.000000
55.000000,5.000000,38.000000,4.000000,0.000000,0.000000,0.000000,1.000000
658.000000,463.000000,446.000000,125.000000,241.000000,1723.089056,0.574363,1.000000
26.000000,8.000000,10.000000,2.000000,0.000000,0.000000,0.000000,1.000000
29.000000,1.000000,12.000000,2.000000,0.000000,0.000000,0.000000,1.000000
65.000000,13.000000,10.000000,12.000000,0.000000,0.000000,0.000000,1.000000
25.000000,2.000000,9.000000,2.000000,0.000000,0.000000,0.000000,1.000000
55.000000,5.000000,38.000000,4.000000,0.000000,0.000000,0.000000,1.000000
93.000000,22.000000,72.000000,7.000000,0.000000,0.000000,0.000000,1.000000
25.000000,2.000000,9.000000,2.000000,0.000000,0.000000,0.000000,1.000000
498.000000,313.000000,355.000000,88.000000,169.000000,1132.374312,0.377458,1.000000
20.000000,1.000000,6.000000,1.000000,0.000000,0.000000,0.000000,1.000000
75.000000,3.000000,60.000000,2.000000,0.000000,0.000000,0.000000,1.000000
55.000000,5.000000,38.000000,4.000000,0.000000,0.000000,0.000000,1.000000
208.000000,19.000000,188.000000,5.000000,0.000000,0.000000,0.000000,1.000000
179.000000,37.000000,144.000000,21.000000,18.000000,73.574331,0.024525,1.000000
208.000000,19.000000,188.000000,5.000000,0.000000,0.000000,0.000000,1.000000
29.000000,1.000000,12.000000,2.000000,0.000000,0.000000,0.000000,1.000000
75.000000,1.000000,58.000000,2.000000,0.000000,0.000000,0.000000,1.000000
93.000000,22.000000,72.000000,7.000000,0.000000,0.000000,0.000000,1.000000
25.000000,2.000000,9.000000,2.000000,0.000000,0.000000,0.000000,1.000000
51.000000,2.000000,34.000000,2.000000,0.000000,0.000000,0.000000,1.000000
242.000000,12.000000,64.000000,46.000000,0.000000,0.000000,0.000000,1.000000
49.000000,10.000000,30.000000,5.000000,0.000000,0.000000,0.000000,1.000000
55.000000,5.000000,38.000000,4.000000,0.000000,0.000000,0.000000,1.000000
